日期,收市,開市,高,低,成交量,更改%
2019年5月1日,"5,384.20","5,321.10","5,396.30","5,319.50",623.64K,1.19%
2019年5月2日,"5,493.80","5,384.60","5,530.80","5,370.00",722.23K,2.04%
2019年5月3日,"5,766.80","5,493.60","5,844.20","5,478.70",1.04M,4.97%
2019年5月4日,"5,830.90","5,768.00","5,899.20","5,605.00",920.61K,1.11%
2019年5月5日,"5,774.90","5,830.80","5,838.20","5,708.20",709.02K,-0.96%
2019年5月6日,"5,745.10","5,775.10","5,801.40","5,630.50",755.39K,-0.52%
2019年5月7日,"5,849.50","5,745.50","6,019.80","5,745.50",955.88K,1.82%
2019年5月8日,"5,990.30","5,849.40","6,011.30","5,799.10",757.13K,2.41%
2019年5月9日,"6,191.50","5,990.50","6,206.00","5,990.00",799.96K,3.36%
2019年5月10日,"6,386.00","6,194.30","6,466.60","6,157.80",907.94K,3.14%
2019年5月11日,"7,190.30","6,386.60","7,373.80","6,386.50",1.31M,12.59%
2019年5月12日,"6,984.80","7,190.00","7,518.90","6,802.60",1.35M,-2.86%
2019年5月13日,"7,806.00","6,984.70","8,058.30","6,893.10",1.20M,11.76%
2019年5月14日,"7,994.60","7,806.40","8,323.90","7,674.00",1.33M,2.42%
2019年5月15日,"8,164.60","7,994.80","8,225.30","7,856.50",1.13M,2.13%
2019年5月16日,"7,871.80","8,164.80","8,293.30","7,720.40",1.18M,-3.59%
2019年5月17日,"7,359.50","7,871.90","7,924.00","6,998.60",1.43M,-6.51%
2019年5月18日,"7,262.60","7,359.90","7,458.50","7,189.40",865.53K,-1.32%
2019年5月19日,"8,157.20","7,261.90","8,253.40","7,252.30",1.08M,12.32%
2019年5月20日,"7,965.30","8,156.40","8,156.40","7,604.00",958.81K,-2.35%
2019年5月21日,"7,930.30","7,965.00","8,056.80","7,813.20",804.88K,-0.44%
2019年5月22日,"7,635.70","7,928.70","7,999.00","7,545.90",821.40K,-3.72%
2019年5月23日,"7,852.10","7,637.20","7,939.10","7,486.80",815.14K,2.83%
2019年5月24日,"7,970.10","7,852.80","8,124.10","7,775.40",868.47K,1.50%
2019年5月25日,"8,027.40","7,971.40","8,090.10","7,919.10",691.27K,0.72%
2019年5月26日,"8,630.20","8,029.60","8,718.60","7,866.50",872.12K,7.51%
2019年5月27日,"8,760.10","8,628.90","8,902.80","8,607.30",907.96K,1.51%
2019年5月28日,"8,716.30","8,759.40","8,794.10","8,568.80",763.20K,-0.50%
2019年5月29日,"8,647.80","8,715.60","8,747.20","8,435.30",15.43M,-0.79%
2019年5月30日,"8,271.90","8,647.80","9,045.90","8,054.70",1.04M,-4.35%
2019年5月31日,"8,558.30","8,271.40","8,578.80","8,135.00",858.41K,3.46%
2019年6月1日,"8,545.70","8,556.90","8,615.80","8,454.00",686.75K,-0.15%
2019年6月2日,"8,728.60","8,545.80","8,807.70","8,534.80",614.54K,2.14%
2019年6月3日,"8,124.80","8,728.60","8,734.90","8,102.70",739.45K,-6.92%
2019年6月4日,"7,685.50","8,118.10","8,118.10","7,494.00",966.95K,-5.41%
2019年6月5日,"7,779.10","7,685.60","7,885.00","7,590.40",762.94K,1.22%
2019年6月6日,"7,784.90","7,779.60","7,861.40","7,480.40",651.82K,0.08%
2019年6月7日,"7,985.20","7,785.80","8,099.40","7,749.40",588.87K,2.57%
2019年6月8日,"7,901.40","7,985.30","8,044.40","7,770.50",485.81K,-1.05%
2019年6月9日,"7,635.00","7,901.60","7,937.50","7,516.90",554.48K,-3.37%
2019年6月10日,"7,987.80","7,635.00","8,012.80","7,523.60",641.38K,4.62%
2019年6月11日,"7,888.00","7,987.80","8,010.40","7,714.50",579.00K,-1.25%
2019年6月12日,"8,133.10","7,888.00","8,198.10","7,805.80",607.89K,3.11%
2019年6月13日,"8,219.00","8,132.40","8,306.10","8,028.60",574.21K,1.06%
2019年6月14日,"8,656.10","8,218.60","8,685.30","8,153.20",643.17K,5.32%
2019年6月15日,"8,812.50","8,655.80","8,856.70","8,582.30",608.69K,1.81%
2019年6月16日,"8,962.50","8,812.20","9,332.00","8,771.10",849.77K,1.70%
2019年6月17日,"9,318.80","8,961.00","9,438.10","8,959.80",738.80K,3.98%
2019年6月18日,"9,080.60","9,318.90","9,336.10","8,962.70",723.17K,-2.56%
2019年6月19日,"9,255.40","9,080.70","9,295.10","9,044.00",587.57K,1.93%
2019年6月20日,"9,517.00","9,255.00","9,583.90","9,188.40",693.62K,2.83%
2019年6月21日,"10,179.30","9,517.70","10,184.30","9,517.40",769.12K,6.96%
2019年6月22日,"10,721.70","10,178.10","11,160.50","10,031.30",1.09M,5.33%
2019年6月23日,"10,897.10","10,721.50","11,361.30","10,557.80",683.79K,1.64%
2019年6月24日,"11,046.40","10,897.30","11,114.40","10,622.60",566.96K,1.37%
2019年6月25日,"11,809.90","11,046.60","11,833.90","11,033.70",781.09K,6.91%
2019年6月26日,"13,063.80","11,811.60","13,929.80","11,747.30",1.48M,10.62%
2019年6月27日,"11,287.80","13,062.40","13,422.00","10,493.50",1.59M,-13.59%
2019年6月28日,"12,409.10","11,288.40","12,461.80","10,970.50",1.09M,9.93%
2019年6月29日,"11,906.50","12,408.00","12,422.90","11,490.80",834.62K,-4.05%
2019年6月30日,"10,818.60","11,906.00","12,179.30","10,765.40",880.77K,-9.14%
2019年7月1日,"10,616.60","10,821.40","11,254.50","10,041.60",1.04M,-1.87%
2019年7月2日,"10,835.90","10,615.50","10,923.50","9,728.50",1.12M,2.07%
2019年7月3日,"11,900.80","10,835.90","11,931.80","10,835.90",998.73K,9.83%
2019年7月4日,"11,163.10","11,899.30","11,948.00","11,087.10",840.34K,-6.20%
2019年7月5日,"10,970.20","11,159.70","11,381.80","10,810.30",772.67K,-1.73%
2019年7月6日,"11,268.00","10,969.80","11,650.20","10,967.90",688.96K,2.71%
2019年7月7日,"11,415.90","11,267.90","11,524.60","11,108.10",601.93K,1.31%
2019年7月8日,"12,252.60","11,415.80","12,332.30","11,304.80",695.60K,7.33%
2019年7月9日,"12,541.50","12,250.60","12,772.90","12,111.20",847.84K,2.36%
2019年7月10日,"12,110.60","12,542.80","13,134.40","11,594.90",1.11M,-3.44%
2019年7月11日,"11,342.30","12,111.60","12,111.60","11,029.00",943.13K,-6.34%
2019年7月12日,"11,762.10","11,343.70","11,881.40","11,109.80",738.17K,3.70%
2019年7月13日,"11,364.90","11,762.80","11,798.40","10,839.40",747.71K,-3.38%
2019年7月14日,"10,200.10","11,364.30","11,448.70","10,128.90",840.76K,-10.25%
2019年7月15日,"10,845.90","10,199.90","11,064.70","9,885.40",956.52K,6.33%
2019年7月16日,"9,424.80","10,844.00","11,019.50","9,375.30",1.05M,-13.10%
2019年7月17日,"9,723.20","9,425.10","9,983.60","9,082.60",1.03M,3.17%
2019年7月18日,"10,651.40","9,723.10","10,787.10","9,390.00",974.49K,9.55%
2019年7月19日,"10,571.50","10,651.60","10,758.40","10,160.70",727.79K,-0.75%
2019年7月20日,"10,826.70","10,571.90","11,155.60","10,462.00",668.94K,2.41%
2019年7月21日,"10,714.40","10,827.00","10,883.80","10,442.50",562.17K,-1.04%
2019年7月22日,"10,412.50","10,715.10","10,806.30","10,196.50",591.27K,-2.82%
2019年7月23日,"9,888.70","10,412.80","10,414.70","9,865.40",663.38K,-5.03%
2019年7月24日,"9,804.30","9,887.20","9,945.30","9,584.00",639.54K,-0.85%
2019年7月25日,"9,945.30","9,804.70","10,203.50","9,776.60",545.85K,1.44%
2019年7月26日,"9,831.00","9,945.20","10,436.10","9,724.20",493.75K,-1.15%
2019年7月27日,"9,492.10","9,830.40","10,232.30","9,389.10",661.89K,-3.45%
2019年7月28日,"9,727.80","9,491.10","9,798.50","9,401.10",518.59K,2.48%
2019年7月29日,"9,580.90","9,728.50","9,835.40","9,502.50",510.90K,-1.51%
2019年7月30日,"9,580.70","9,580.00","9,703.00","9,483.00",511.51K,0.00%
2019年7月31日,"10,082.00","9,580.30","10,100.00","9,562.40",589.84K,5.23%
2019年8月1日,"10,380.00","10,081.90","10,459.00","9,890.60",608.37K,2.96%
2019年8月2日,"10,520.10","10,380.50","10,664.80","10,330.50",578.29K,1.35%
2019年8月3日,"10,815.70","10,519.90","10,893.60","10,504.50",508.75K,2.81%
2019年8月4日,"10,934.60","10,816.10","11,017.70","10,568.80",585.71K,1.10%
2019年8月5日,"11,816.80","10,934.80","11,922.30","10,934.80",769.63K,8.07%
2019年8月6日,"11,480.90","11,817.60","12,291.90","11,237.00",807.58K,-2.84%
2019年8月7日,"12,013.90","11,481.00","12,114.50","11,406.40",702.85K,4.64%
2019年8月8日,"12,191.60","12,015.90","12,236.60","11,727.00",592.15K,1.48%
2019年8月9日,"12,089.80","12,190.00","12,225.30","11,885.00",558.72K,-0.84%
2019年8月10日,"11,314.50","12,090.50","12,185.00","11,281.60",570.74K,-6.41%
2019年8月11日,"11,517.20","11,314.60","11,728.40","11,146.10",435.83K,1.79%
2019年8月12日,"11,394.20","11,505.10","11,508.60","11,267.30",391.08K,-1.07%
2019年8月13日,"10,892.90","11,395.00","11,445.60","10,793.20",540.78K,-4.40%
2019年8月14日,"10,049.40","10,894.20","10,894.50","9,965.50",745.59K,-7.74%
2019年8月15日,"10,303.40","10,053.30","10,448.20","9,580.10",930.05K,2.53%
2019年8月16日,"10,335.60","10,300.90","10,734.00","9,788.60",798.67K,0.31%
2019年8月17日,"10,218.10","10,335.50","10,460.70","10,016.30",497.77K,-1.14%
2019年8月18日,"10,312.70","10,219.30","10,494.90","10,086.70",441.11K,0.93%
2019年8月19日,"10,910.70","10,312.80","10,923.90","10,267.80",519.01K,5.80%
2019年8月20日,"10,752.60","10,911.20","10,941.60","10,581.00",515.47K,-1.45%
2019年8月21日,"10,141.50","10,753.30","10,797.80","9,908.00",717.65K,-5.68%
2019年8月22日,"10,105.00","10,141.10","10,218.20","9,777.00",520.75K,-0.36%
2019年8月23日,"10,388.70","10,104.90","10,434.30","9,921.40",436.26K,2.81%
2019年8月24日,"10,131.00","10,389.40","10,415.90","9,917.50",463.85K,-2.48%
2019年8月25日,"10,136.30","10,132.10","10,307.00","9,935.20",422.53K,0.05%
2019年8月26日,"10,371.80","10,136.00","10,568.20","10,136.00",568.77K,2.32%
2019年8月27日,"10,184.80","10,372.20","10,387.60","10,060.20",419.81K,-1.80%
2019年8月28日,"9,729.40","10,184.70","10,271.30","9,629.60",580.29K,-4.47%
2019年8月29日,"9,491.00","9,729.10","9,729.10","9,343.00",509.13K,-2.45%
2019年8月30日,"9,585.40","9,494.10","9,675.70","9,370.20",413.92K,0.99%
2019年8月31日,"9,594.40","9,585.50","9,677.50","9,457.30",311.49K,0.09%
2019年9月1日,"9,729.30","9,594.70","9,799.50","9,533.60",322.66K,1.41%
2019年9月2日,"10,348.80","9,728.80","10,431.50","9,720.30",542.79K,6.37%
2019年9月3日,"10,612.30","10,348.10","10,756.80","10,283.50",578.79K,2.55%
2019年9月4日,"10,568.20","10,611.60","10,783.60","10,388.60",504.45K,-0.42%
2019年9月5日,"10,566.90","10,567.80","10,630.70","10,469.90",402.09K,-0.01%
2019年9月6日,"10,309.30","10,566.70","10,896.20","10,227.40",643.02K,-2.44%
2019年9月7日,"10,461.10","10,306.90","10,556.40","10,302.30",393.57K,1.47%
2019年9月8日,"10,402.80","10,461.60","10,578.00","10,266.30",339.73K,-0.56%
2019年9月9日,"10,309.00","10,402.10","10,478.00","10,095.70",473.76K,-0.90%
2019年9月10日,"10,105.40","10,308.70","10,379.80","9,970.70",383.22K,-1.98%
2019年9月11日,"10,162.50","10,104.90","10,257.50","9,908.90",413.06K,0.57%
2019年9月12日,"10,415.10","10,162.40","10,447.90","10,051.00",413.22K,2.49%
2019年9月13日,"10,342.10","10,415.20","10,441.40","10,174.10",365.52K,-0.70%
2019年9月14日,"10,337.30","10,342.20","10,421.40","10,253.70",326.44K,-0.05%
2019年9月15日,"10,311.50","10,337.30","10,360.40","10,272.00",255.79K,-0.25%
2019年9月16日,"10,255.50","10,311.30","10,360.50","10,108.50",372.53K,-0.54%
2019年9月17日,"10,195.70","10,254.60","10,273.60","10,153.50",321.64K,-0.58%
2019年9月18日,"10,164.70","10,195.70","10,257.50","10,119.30",318.82K,-0.30%
2019年9月19日,"10,250.50","10,164.60","10,297.60","9,707.60",542.25K,0.84%
2019年9月20日,"10,172.70","10,251.50","10,279.50","10,088.60",362.07K,-0.76%
2019年9月21日,"9,993.00","10,172.80","10,177.90","9,939.80",326.17K,-1.77%
2019年9月22日,"10,031.60","9,993.00","10,075.00","9,870.90",337.06K,0.39%
2019年9月23日,"9,702.20","10,031.30","10,048.80","9,656.30",431.10K,-3.28%
2019年9月24日,"8,513.90","9,702.70","9,793.80","8,069.40",933.16K,-12.25%
2019年9月25日,"8,432.40","8,512.30","8,729.80","8,245.10",696.11K,-0.96%
2019年9月26日,"8,063.80","8,432.50","8,463.10","7,773.60",731.03K,-4.37%
2019年9月27日,"8,184.90","8,063.80","8,257.40","7,882.10",561.40K,1.50%
2019年9月28日,"8,208.50","8,184.50","8,297.20","8,031.10",457.79K,0.29%
2019年9月29日,"8,049.10","8,208.00","8,226.80","7,922.10",418.48K,-1.94%
2019年9月30日,"8,284.30","8,048.90","8,318.50","7,749.00",600.26K,2.92%
2019年10月1日,"8,302.70","8,285.00","8,486.20","8,187.90",533.95K,0.22%
2019年10月2日,"8,364.10","8,302.70","8,374.00","8,167.70",405.86K,0.74%
2019年10月3日,"8,226.90","8,363.60","8,391.70","8,090.10",460.97K,-1.64%
2019年10月4日,"8,148.10","8,227.60","8,233.60","8,041.40",416.92K,-0.96%
2019年10月5日,"8,127.30","8,148.00","8,185.10","8,030.60",360.92K,-0.25%
2019年10月6日,"7,881.90","8,127.30","8,145.50","7,834.90",448.80K,-3.02%
2019年10月7日,"8,198.60","7,882.60","8,293.50","7,797.00",604.74K,4.02%
2019年10月8日,"8,182.90","8,198.50","8,323.10","8,118.10",469.04K,-0.19%
2019年10月9日,"8,566.70","8,180.10","8,655.90","8,122.70",636.43K,4.69%
2019年10月10日,"8,562.30","8,566.80","8,638.50","8,438.70",511.46K,-0.05%
2019年10月11日,"8,267.80","8,562.20","8,751.10","8,249.70",667.86K,-3.44%
2019年10月12日,"8,304.40","8,267.60","8,394.80","8,260.90",424.02K,0.44%
2019年10月13日,"8,281.50","8,304.30","8,450.20","8,190.60",419.87K,-0.28%
2019年10月14日,"8,353.30","8,281.30","8,374.30","8,222.20",505.02K,0.87%
2019年10月15日,"8,167.20","8,353.40","8,400.20","8,139.50",469.73K,-2.23%
2019年10月16日,"8,000.40","8,167.10","8,185.90","7,929.80",538.92K,-2.04%
2019年10月17日,"8,073.30","8,000.40","8,118.20","7,944.40",444.95K,0.91%
2019年10月18日,"7,948.50","8,073.30","8,116.40","7,842.00",505.79K,-1.55%
2019年10月19日,"7,957.30","7,948.30","8,060.20","7,892.40",428.83K,0.11%
2019年10月20日,"8,223.40","7,957.40","8,288.50","7,889.60",513.91K,3.34%
2019年10月21日,"8,208.20","8,224.10","8,315.30","8,155.70",489.40K,-0.18%
2019年10月22日,"8,031.40","8,207.40","8,289.10","8,017.70",570.39K,-2.15%
2019年10月23日,"7,477.00","8,031.00","8,055.00","7,329.20",892.08K,-6.90%
2019年10月24日,"7,422.70","7,476.80","7,501.50","7,366.30",586.49K,-0.73%
2019年10月25日,"8,658.30","7,422.80","8,697.70","7,404.90",1.18M,16.65%
2019年10月26日,"9,230.60","8,658.40","10,540.00","8,061.80",1.78M,6.61%
2019年10月27日,"9,529.60","9,230.60","9,773.20","9,081.00",1.16M,3.24%
2019年10月28日,"9,207.20","9,530.10","9,866.90","9,202.50",1.04M,-3.38%
2019年10月29日,"9,411.30","9,206.50","9,531.30","9,125.30",918.48K,2.22%
2019年10月30日,"9,157.90","9,411.30","9,411.30","9,018.40",789.73K,-2.69%
2019年10月31日,"9,152.60","9,157.90","9,378.90","8,959.60",798.93K,-0.06%
2019年11月1日,"9,230.10","9,153.10","9,270.40","9,057.20",689.65K,0.85%
2019年11月2日,"9,300.60","9,230.30","9,356.70","9,201.20",570.74K,0.76%
2019年11月3日,"9,198.30","9,300.50","9,359.10","9,095.00",536.56K,-1.10%
2019年11月4日,"9,396.40","9,198.70","9,500.40","9,134.10",681.01K,2.15%
2019年11月5日,"9,310.80","9,396.10","9,452.70","9,193.90",653.42K,-0.91%
2019年11月6日,"9,338.90","9,311.20","9,424.60","9,262.70",578.03K,0.30%
2019年11月7日,"9,223.50","9,339.20","9,367.00","9,130.00",603.54K,-1.24%
2019年11月8日,"8,778.20","9,223.60","9,254.80","8,722.40",791.79K,-4.83%
2019年11月9日,"8,804.50","8,778.10","8,877.50","8,746.90",512.02K,0.30%
2019年11月10日,"9,036.80","8,804.70","9,092.90","8,763.50",581.57K,2.64%
2019年11月11日,"8,736.90","9,036.90","9,066.40","8,649.40",601.16K,-3.32%
2019年11月12日,"8,812.60","8,737.40","8,841.20","8,615.70",575.16K,0.87%
2019年11月13日,"8,783.10","8,813.20","8,829.70","8,721.10",454.33K,-0.33%
2019年11月14日,"8,661.20","8,782.90","8,799.80","8,615.80",515.43K,-1.39%
2019年11月15日,"8,476.30","8,660.80","8,761.80","8,437.10",653.71K,-2.13%
2019年11月16日,"8,497.30","8,476.20","8,532.80","8,450.70",471.16K,0.25%
2019年11月17日,"8,509.80","8,497.40","8,631.70","8,413.00",531.22K,0.15%
2019年11月18日,"8,208.40","8,510.30","8,516.30","8,110.40",692.60K,-3.54%
2019年11月19日,"8,145.70","8,207.70","8,245.60","8,032.80",654.27K,-0.76%
2019年11月20日,"8,099.30","8,145.70","8,223.00","8,074.20",607.27K,-0.57%
2019年11月21日,"7,627.90","8,099.40","8,129.60","7,519.70",891.50K,-5.82%
2019年11月22日,"7,272.50","7,627.90","7,700.90","6,818.50",1.41M,-4.66%
2019年11月23日,"7,324.10","7,271.60","7,342.50","7,093.70",783.18K,0.71%
2019年11月24日,"6,924.70","7,325.00","7,344.10","6,894.90",904.50K,-5.45%
2019年11月25日,"7,115.60","6,924.70","7,352.80","6,534.80",1.29M,2.76%
2019年11月26日,"7,162.80","7,115.50","7,329.50","7,045.10",844.27K,0.66%
2019年11月27日,"7,510.60","7,162.80","7,636.90","6,875.40",996.49K,4.86%
2019年11月28日,"7,426.70","7,510.60","7,639.50","7,380.60",737.58K,-1.12%
2019年11月29日,"7,742.70","7,426.60","7,825.30","7,412.30",766.71K,4.26%
2019年11月30日,"7,546.60","7,742.70","7,787.70","7,472.70",650.60K,-2.53%
2019年12月1日,"7,396.40","7,546.50","7,546.50","7,244.40",777.00K,-1.99%
2019年12月2日,"7,298.20","7,395.90","7,433.80","7,173.60",687.78K,-1.33%
2019年12月3日,"7,291.80","7,298.10","7,389.40","7,227.10",548.77K,-0.09%
2019年12月4日,"7,204.40","7,291.90","7,702.20","7,113.60",971.75K,-1.20%
2019年12月5日,"7,399.20","7,204.60","7,476.30","7,184.00",780.78K,2.70%
2019年12月6日,"7,530.80","7,399.20","7,552.10","7,329.80",706.10K,1.78%
2019年12月7日,"7,510.90","7,530.40","7,595.70","7,489.60",557.14K,-0.26%
2019年12月8日,"7,524.40","7,510.80","7,576.40","7,416.70",499.04K,0.18%
2019年12月9日,"7,355.80","7,524.80","7,626.00","7,321.60",648.66K,-2.24%
2019年12月10日,"7,235.70","7,356.20","7,400.30","7,192.10",609.50K,-1.63%
2019年12月11日,"7,208.00","7,235.80","7,284.40","7,168.80",518.40K,-0.38%
2019年12月12日,"7,208.00","7,208.00","7,272.40","7,124.60",611.80K,0.00%
2019年12月13日,"7,255.20","7,208.40","7,288.00","7,200.30",503.49K,0.65%
2019年12月14日,"7,080.80","7,255.20","7,267.40","7,043.30",524.56K,-2.40%
2019年12月15日,"7,128.50","7,080.80","7,175.80","7,033.80",492.58K,0.67%
2019年12月16日,"6,903.50","7,128.50","7,153.10","6,864.60",689.56K,-3.16%
2019年12月17日,"6,613.30","6,903.50","6,943.50","6,575.00",894.55K,-4.20%
2019年12月18日,"7,276.00","6,613.50","7,387.70","6,462.20",1.14M,10.02%
2019年12月19日,"7,165.50","7,276.40","7,354.00","7,039.30",778.72K,-1.52%
2019年12月20日,"7,196.40","7,165.50","7,218.40","7,107.70",627.04K,0.43%
2019年12月21日,"7,156.20","7,196.40","7,197.60","7,129.60",468.74K,-0.56%
2019年12月22日,"7,495.80","7,156.30","7,501.10","7,142.00",677.94K,4.74%
2019年12月23日,"7,322.80","7,496.20","7,684.00","7,276.20",952.16K,-2.31%
2019年12月24日,"7,268.30","7,322.40","7,433.20","7,185.70",785.54K,-0.74%
2019年12月25日,"7,224.80","7,268.30","7,542.40","7,150.90",625.41K,-0.60%
2019年12月26日,"7,210.90","7,225.00","7,414.30","7,177.30",795.09K,-0.19%
2019年12月27日,"7,261.70","7,210.80","7,293.80","7,128.50",718.07K,0.70%
2019年12月28日,"7,321.50","7,261.90","7,375.90","7,256.50",610.96K,0.82%
2019年12月29日,"7,397.50","7,321.60","7,518.90","7,303.00",611.69K,1.04%
2019年12月30日,"7,261.80","7,397.50","7,420.90","7,244.10",606.11K,-1.84%
2019年12月31日,"7,196.40","7,261.50","7,331.00","7,167.40",586.60K,-0.90%
2020年1月1日,"7,199.80","7,196.40","7,259.40","7,180.00",420.28K,0.05%
2020年1月2日,"6,967.00","7,199.70","7,209.60","6,901.40",632.78K,-3.23%
2020年1月3日,"7,343.10","6,967.10","7,402.90","6,884.10",936.29K,5.40%
2020年1月4日,"7,376.80","7,345.10","7,433.10","7,291.40",523.91K,0.46%
2020年1月5日,"7,372.50","7,376.80","7,501.00","7,345.60",628.14K,-0.06%
2020年1月6日,"7,759.10","7,372.60","7,783.10","7,366.70",786.75K,5.24%
2020年1月7日,"8,155.70","7,759.10","8,182.00","7,754.10",1.01M,5.11%
2020年1月8日,"8,059.60","8,154.20","8,436.40","7,900.80",1.19M,-1.18%
2020年1月9日,"7,842.40","8,060.00","8,065.90","7,779.20",786.50K,-2.70%
2020年1月10日,"8,187.10","7,842.50","8,187.40","7,697.70",1.05M,4.40%
2020年1月11日,"8,024.10","8,187.80","8,262.90","8,008.40",776.75K,-1.99%
2020年1月12日,"8,187.60","8,023.30","8,189.90","7,973.10",595.22K,2.04%
2020年1月13日,"8,111.40","8,188.30","8,196.70","8,068.40",610.66K,-0.93%
2020年1月14日,"8,829.20","8,111.20","8,898.70","8,111.20",1.48M,8.85%
2020年1月15日,"8,818.30","8,827.90","8,904.00","8,615.50",1.17M,-0.12%
2020年1月16日,"8,726.90","8,818.10","8,850.00","8,605.80",748.32K,-1.04%
2020年1月17日,"8,913.10","8,726.70","9,005.10","8,675.90",794.11K,2.13%
2020年1月18日,"8,916.30","8,913.00","8,982.30","8,814.60",627.74K,0.04%
2020年1月19日,"8,706.20","8,916.30","9,183.70","8,552.80",975.01K,-2.36%
2020年1月20日,"8,641.90","8,705.70","8,740.10","8,539.20",599.06K,-0.74%
2020年1月21日,"8,732.60","8,642.00","8,770.30","8,524.00",540.20K,1.05%
2020年1月22日,"8,678.50","8,733.00","8,805.40","8,610.80",509.06K,-0.62%
2020年1月23日,"8,405.10","8,678.50","8,687.30","8,309.60",722.67K,-3.15%
2020年1月24日,"8,439.90","8,404.90","8,522.00","8,242.60",617.02K,0.41%
2020年1月25日,"8,341.60","8,439.90","8,447.60","8,277.20",444.00K,-1.17%
2020年1月26日,"8,607.80","8,341.60","8,607.80","8,304.90",468.34K,3.19%
2020年1月27日,"8,866.60","8,608.10","8,983.10","8,585.60",706.45K,3.01%
2020年1月28日,"9,377.30","8,866.60","9,389.50","8,866.60",954.20K,5.76%
2020年1月29日,"9,298.90","9,377.30","9,428.70","9,250.90",749.88K,-0.84%
2020年1月30日,"9,507.30","9,299.10","9,569.00","9,209.20",765.21K,2.24%
