time,label,name,painter,pigment,tag,attribute,img_src
後期印象主義,VanGogh027,梵谷肖像 Portrait of Vincent van Gogh,梵谷 Vincent Van Gogh,油彩．畫布 Oil on Canvas,#梵谷肖像#Portrait#Vincent#van#Gogh#VanGogh027,男子,https://www.ss.net.tw/images/product_images/popup_images/VanGogh027.webp
巴洛克藝術,Velazquez045,菲利浦四世 Philip IV,維拉斯奎茲 Diego Velazquez,油彩．畫布 Oil on Canvas,#菲利浦四世#Philip#Velazquez045,男子,https://www.ss.net.tw/images/product_images/popup_images/Velazquez045.webp
浪漫主義,Gericault016,受傷的龍騎兵 Wounded cuirassier,傑利柯 Theodore Gericault,油彩．畫布 Oil on Canvas,#受傷的龍騎兵#Wounded#cuirassier#Gericault016,男子,https://www.ss.net.tw/images/product_images/popup_images/Gericault016.webp
巴洛克藝術,Velazquez028,璜.德.巴雷亞 Juan de Pareja,維拉斯奎茲 Diego Velazquez,油彩．畫布 Oil on Canvas,#璜.德.巴雷亞#Juan#Pareja#Velazquez028,男子,https://www.ss.net.tw/images/product_images/popup_images/Velazquez028.webp
文藝復興盛期,Raphael071,與一位朋友的自畫像 Self - portrait with a friend,拉斐爾 Raffaello Sanzio,油彩．畫布 Oil on Canvas,#與一位朋友的自畫像#Self#portrait#with#friend#Raphael071,男子,https://www.ss.net.tw/images/product_images/popup_images/Raphael071.webp
文藝復興盛期,Raphael005,紳士畫像 Baltazar Castiglione,拉斐爾 Raffaello Sanzio,油彩．畫布 Oil on Canvas,#紳士畫像#Baltazar#Castiglione#Raphael005,男子,https://www.ss.net.tw/images/product_images/popup_images/Raphael005.webp
浪漫主義,Delacroix027,鋼琴家蕭邦 Frederic Chopin,德拉克窪 Eugene Delacroix,油彩．畫布 Oil on Canvas,#鋼琴家蕭邦#Frederic#Chopin#Delacroix027,男子,https://www.ss.net.tw/images/product_images/popup_images/Delacroix027.webp
象徵主義,Puvis019,回頭的浪子 The Prodigal Son,夏凡諾 Pierre Puvis de Chevannes,油彩．亞麻布 oil on linen,#回頭的浪子#The#Prodigal#Son#Puvis019,男子,https://www.ss.net.tw/images/product_images/popup_images/Puvis019.webp
新古典主義,Ingres009,阿梅代．大衛伯爵肖像 Amédée-David. the Comte de Pastoret,安格爾 Jean Auguste Dominique Ingres,油彩．畫布 Oil on Canvas,#阿梅代．大衛伯爵肖像#Amédée#David.#the#Comte#Pastoret#Ingres009,男子,https://www.ss.net.tw/images/product_images/popup_images/Ingres009.webp
浪漫主義,Gericault006,坐在土波上的穿盔甲騎兵 Trombettiere Degli Ussari,傑利柯 Theodore Gericault,油彩．畫布 Oil on Canvas,#坐在土波上的穿盔甲騎兵#Trombettiere#Degli#Ussari#Gericault006,男子,https://www.ss.net.tw/images/product_images/popup_images/Gericault006.webp
後期印象主義,VanGogh199,收割者 The Reaper,梵谷 Vincent Van Gogh,油彩．畫布 Oil on Canvas,#收割者#The#Reaper#VanGogh199,男子,https://www.ss.net.tw/images/product_images/popup_images/8718_01632794011.webp
後期印象主義,VanGogh066,藝術家的自畫像 Self-Portrait as an Artist,梵谷 Vincent Van Gogh,油彩．畫布 Oil on Canvas,#藝術家的自畫像#Self#Portrait#Artist#VanGogh066,男子,https://www.ss.net.tw/images/product_images/popup_images/VanGogh066.webp
文藝復興北歐,Holbein003,商人喬治．吉斯澤肖像 Georg Gisze. a German merchant in London,霍爾班 Hans Holbein der Jungere,油彩．木板 Oil on wood,#商人喬治．吉斯澤肖像#Georg#Gisze.#German#merchant#London#Holbein003,男子,https://www.ss.net.tw/images/product_images/popup_images/Holbein003.webp
表現主義,Schiele027,穿條紋襯衫的自畫像 Self-Portrait with Striped Shirt,席勒 Egon Schiele,油彩．畫布 Oil on Canvas,#穿條紋襯衫的自畫像#Self#Portrait#with#Striped#Shirt#Schiele027,男子,https://www.ss.net.tw/images/product_images/popup_images/Schiele027.webp
文藝復興初期,Botticelli035,年輕人畫像 Portrait of a Youthc,波提且利 Sandro Botticelli,蛋彩．楊木 tempera on poplar,#年輕人畫像#Portrait#Youthc#Botticelli035,男子,https://www.ss.net.tw/images/product_images/popup_images/Botticelli035.webp
文藝復興盛期,Raphael074,托馬索肖像 Portrait of Count Tommaso Inghirami,拉斐爾 Raffaello Sanzio,油彩．木板 Oil on wood,#托馬索肖像#Portrait#Count#Tommaso#Inghirami#Raphael074,男子,https://www.ss.net.tw/images/product_images/popup_images/Raphael074.webp
巴洛克藝術,Velazquez012,一個男人的肖像 Portrait of a Man,維拉斯奎茲 Diego Velazquez,油彩．畫布 Oil on Canvas,#一個男人的肖像#Portrait#Man#Velazquez012,男子,https://www.ss.net.tw/images/product_images/popup_images/Velazquez012.webp
立體派,Picasso127,格特魯德斯坦因 Gertrude Stein,畢卡索 Pablo Picasso,油彩．畫布 Oil on Canvas,#格特魯德斯坦因#Gertrude#Stein#Picasso127,男子,https://www.ss.net.tw/images/product_images/popup_images/Picasso127.webp
新古典主義,Ingres002,路易—法蘭斯瓦．伯坦像 Louis-Francois Bertin,安格爾 Jean Auguste Dominique Ingres,油彩．畫布 Oil on Canvas,#路易—法蘭斯瓦．伯坦像#Louis#Francois#Bertin#Ingres002,男子,https://www.ss.net.tw/images/product_images/popup_images/Ingres002.webp
印象主義,Manet005,左拉像 Portrait of Emile Zola,馬奈 Edouard Manet,油彩．畫布 Oil on Canvas,#左拉像#Portrait#Emile#Zola#Manet005,男子,https://www.ss.net.tw/images/product_images/popup_images/Manet005.webp
文藝復興初期,Botticelli032,朱利亞諾．梅迪奇 Giuliano de ’ Medici,波提且利 Sandro Botticelli,蛋彩．畫板 Tempera on panel,#朱利亞諾．梅迪奇#Giuliano#Medici#Botticelli032,男子,https://www.ss.net.tw/images/product_images/popup_images/Botticelli032.webp
浪漫主義,Gericault018,拿矛的裸體武士 Nude Warrior with a Spear,傑利柯 Theodore Gericault,油彩．畫布 Oil on Canvas,#拿矛的裸體武士#Nude#Warrior#with#Spear#Gericault018,男子,https://www.ss.net.tw/images/product_images/popup_images/Gericault018.webp
印象主義,Degas154,自畫像 Self-portrait,竇加 Edgar Degas,油彩．畫布 Oil on paper laid down on canvas,#自畫像#Self#portrait#Degas154,男子,https://www.ss.net.tw/images/product_images/popup_images/Degas154.webp
新古典主義,Ingres034,馬考特．亞嘉杜 Marcotte d ’Argenteuil,安格爾 Jean Auguste Dominique Ingres,油彩．畫布 Oil on Canvas,#馬考特．亞嘉杜#Marcotte#’Argenteuil#Ingres034,男子,https://www.ss.net.tw/images/product_images/popup_images/Ingres034.webp
文藝復興盛期,Bellini017,年輕男子畫像 Portrait of a Young Man,貝里尼 Giovanni Bellini,油彩．畫板 Oil on panel,#年輕男子畫像#Portrait#Young#Man#Bellini017,男子,https://www.ss.net.tw/images/product_images/popup_images/Bellini017.webp
後期印象主義,VanGogh126,帶草帽的自畫像 Self-Portrait with Straw Hat,梵谷 Vincent Van Gogh,油彩．畫布 Oil on Canvas,#帶草帽的自畫像#Self#Portrait#with#Straw#Hat#VanGogh126,男子,https://www.ss.net.tw/images/product_images/popup_images/VanGogh126.webp
新古典主義,Ingres018,奧爾良公爵 The Duc d’Orleans,安格爾 Jean Auguste Dominique Ingres,油彩．畫布 Oil on Canvas,#奧爾良公爵#The#Duc#d’Orleans#Ingres018,男子,https://www.ss.net.tw/images/product_images/popup_images/Ingres018.webp
表現主義,Schiele001,隱士 The Hermits,席勒 Egon Schiele,油彩．畫布 Oil on Canvas,#The#Hermits#Schiele001,男子,https://www.ss.net.tw/images/product_images/popup_images/Schiele001.webp
新古典主義,Ingres025,賈貴路易士．雷布蘭克 Jacques-Louis Leblanc,安格爾 Jean Auguste Dominique Ingres,油彩．畫布 Oil on Canvas,#賈貴路易士．雷布蘭克#Jacques#Louis#Leblanc#Ingres025,男子,https://www.ss.net.tw/images/product_images/popup_images/Ingres025.webp
古典主義,Winterhalter021,法國國王路易．菲力浦 Louis-Philippe,溫特哈爾特 Franz Xaver Winterhalter,油彩．畫布 Oil on Canvas,#法國國王路易．菲力浦#Louis#Philippe#Winterhalter021,男子,https://www.ss.net.tw/images/product_images/popup_images/Winterhalter021.webp
矯飾主義,Bronzino023,年輕男子畫像 Portrait of a Young Man,布隆津諾 Agnolo Bronzino,油彩．木板 Oil on wood,#年輕男子畫像#Portrait#Young#Man#Bronzino023,男子,https://www.ss.net.tw/images/product_images/popup_images/Bronzino023.webp
後期印象主義,VanGogh049,戴草帽的自畫像 Self-Portrait with Straw Hat,梵谷 Vincent Van Gogh,油彩．畫布 Oil on Canvas,#戴草帽的自畫像#Self#Portrait#with#Straw#Hat#VanGogh049,男子,https://www.ss.net.tw/images/product_images/popup_images/VanGogh049.webp
後期印象主義,ToulouseL056,艾伯特 Albert,羅德列克 Henri de Toulouse Lautrec,油彩．木板 Oil on wood,#艾伯特#Albert#ToulouseL056,男子,https://www.ss.net.tw/images/product_images/popup_images/ToulouseL056.webp
巴洛克藝術,Velazquez020,穿棕色和銀色服的西班牙菲利普四世 Philip IV of Spain in Brown and Silver,維拉斯奎茲 Diego Velazquez,油彩．畫布 Oil on Canvas,#穿棕色和銀色服的西班牙菲利普四世#Philip#Spain#Brown#and#Silver#Velazquez020,男子,https://www.ss.net.tw/images/product_images/popup_images/Velazquez020.webp
寫實主義,Millet036,在葡萄園休息的勞動者 Vineyard Labourer Resting,米勒 Jean Francois Millet,粉蠟．黑色粉筆．紙 pastel and black chalk on paper,#在葡萄園休息的勞動者#Vineyard#Labourer#Resting#Millet036,男子,https://www.ss.net.tw/images/product_images/popup_images/5110_01550668058.webp
巴洛克藝術,Rembrandt034,與兩個圓圈的自畫像 Self portrait with two circles,林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．畫布 Oil on Canvas,#與兩個圓圈的自畫像#Self#portrait#with#two#circles#Rembrandt034,男子,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt034.webp
巴洛克藝術,Velazquez030,奧立維爾斯伯爵 Don Gaspar de Guzman. Count-Duke of Olivares,維拉斯奎茲 Diego Velazquez,油彩．畫布 Oil on Canvas,#奧立維爾斯伯爵#Don#Gaspar#Guzman.#Count#Duke#Olivares#Velazquez030,男子,https://www.ss.net.tw/images/product_images/popup_images/Velazquez030.webp
文藝復興盛期,Raphael075,蒙特費爾特羅肖像 Portrait of Guidubaldo da Montefeltro,拉斐爾 Raffaello Sanzio,蛋彩．木板 Tempera on wood,#蒙特費爾特羅肖像#Portrait#Guidubaldo#Montefeltro#Raphael075,男子,https://www.ss.net.tw/images/product_images/popup_images/Raphael075.webp
文藝復興盛期,Titian053,菲利普二世 Philip II,提香 Titian,油彩．畫布 Oil on Canvas,#菲利普二世#Philip#Titian053,男子,https://www.ss.net.tw/images/product_images/popup_images/Titian053.webp
巴洛克藝術,Rembrandt113,戴著一頂帽子和兩條鏈條的自畫像 Self - portrait wearing a Hat and two Chains,林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．畫布 Oil on Canvas,#戴著一頂帽子和兩條鏈條的自畫像#Self#portrait#wearing#Hat#and#two#Chains#Rembrandt113,男子,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt113.webp
新古典主義,David007,書房中的拿破崙 The Emperor Napoleon in His Study at the Tuileries,達維 Jacques Louis David,油彩．畫布 Oil on Canvas,#書房中的拿破崙#The#Emperor#Napoleon#His#Study#the#Tuileries#David007,男子,https://www.ss.net.tw/images/product_images/popup_images/David007.webp
巴洛克藝術,Caravaggio039,琴師 The Lute Player,卡拉瓦喬 Michelangelo Merisi da Caravaggio,油彩．畫布 Oil on Canvas,#The#Lute#Player#Caravaggio039,男子,https://www.ss.net.tw/images/product_images/popup_images/Caravaggio039.webp
洛可可藝術,Chardin043,酒窖男僕  Il Garzone di Cantina,夏丹 Jean Baptiste Simeon Chardin,油彩．畫布 Oil on Canvas,#酒窖男僕#Garzone#Cantina#Chardin043,男子,https://www.ss.net.tw/images/product_images/popup_images/Chardin043.webp
新古典主義,Ingres045,年輕的安格爾肖像 Portrait of Ingres as a Young Man,安格爾 Jean Auguste Dominique Ingres,油彩．畫布 Oil on Canvas,#年輕的安格爾肖像#Portrait#Ingres#Young#Man#Ingres045,男子,https://www.ss.net.tw/images/product_images/popup_images/Ingres045.webp
立體派,Picasso182,坐著的小丑 Arlequin assis,畢卡索 Pablo Picasso,油彩．畫布 Oil on Canvas,#坐著的小丑#Arlequin#assis#Picasso182,男子,https://www.ss.net.tw/images/product_images/popup_images/Picasso182.webp
印象主義,Caillebotte005,亨利．科迪爾 Henri Cordier,卡玉伯特 Gustave Caillebotte,油彩．畫布 Oil on Canvas,#亨利．科迪爾#Henri#Cordier#Caillebotte005,男子,https://www.ss.net.tw/images/product_images/popup_images/Caillebotte005.webp
巴洛克藝術,Vermeer034,地理學家 The Geographer,威梅爾 Johannes Vermeer,油彩．畫布 Oil on Canvas,#地理學家#The#Geographer#Vermeer034,男子,https://www.ss.net.tw/images/product_images/popup_images/Vermeer034.webp
文藝復興盛期,Raphael063,彼得本博肖像 Portrait of Pietro Bembo,拉斐爾 Raffaello Sanzio,油彩．畫板 Oil on panel,#彼得本博肖像#Portrait#Pietro#Bembo#Raphael063,男子,https://www.ss.net.tw/images/product_images/popup_images/Raphael063.webp
文藝復興盛期,Titian015,查理五世的英姿 The Emperor Charles V at Muehlberg,提香 Titian,油彩．畫布 Oil on Canvas,#查理五世的英姿#The#Emperor#Charles#Muehlberg#Titian015,男子,https://www.ss.net.tw/images/product_images/popup_images/Titian015.webp
後期印象主義,VanGogh059,戴草帽的自畫像 Self-Portrait with Straw Hat,梵谷 Vincent Van Gogh,油彩．畫布 Oil on Canvas,#戴草帽的自畫像#Self#Portrait#with#Straw#Hat#VanGogh059,男子,https://www.ss.net.tw/images/product_images/popup_images/VanGogh059.webp
文藝復興北歐,Holbein006,尼古拉斯．克拉策肖像 Nicolas Kratzer,霍爾班 Hans Holbein der Jungere,油彩．木板 Oil on wood,#尼古拉斯．克拉策肖像#Nicolas#Kratzer#Holbein006,男子,https://www.ss.net.tw/images/product_images/popup_images/Holbein006.webp
表現主義,Munch019,自畫像 Self - Portrait,孟克 Edvard Munch,油彩．畫布 Oil on Canvas,#自畫像#Self#Portrait#Munch019,男子,https://www.ss.net.tw/images/product_images/popup_images/Munch019.webp
巴洛克藝術,Rembrandt085,自畫像 Self Portrait,林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．畫布 Oil on Canvas,#自畫像#Self#Portrait#Rembrandt085,男子,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt085.webp
新古典主義,David036,瑞典和挪威國王 Jean Baptiste Bernadotte. Marshal of France. King of Sweden and Norway,達維 Jacques Louis David,油彩．畫布 Oil on Canvas,#瑞典和挪威國王#Jean#Baptiste#Bernadotte.#Marshal#France.#King#Sweden#and#Norway#David036,男子,https://www.ss.net.tw/images/product_images/popup_images/David036.webp
浪漫主義,Delacroix037,自畫像 Self Portrait,德拉克窪 Eugene Delacroix,油彩．畫布 Oil on Canvas,#自畫像#Self#Portrait#Delacroix037,男子,https://www.ss.net.tw/images/product_images/popup_images/Delacroix037.webp
巴洛克藝術,Velazquez042,奧地利費爾南多肖像 Portrait of Fernando de Austria,維拉斯奎茲 Diego Velazquez,油彩．畫布 Oil on Canvas,#奧地利費爾南多肖像#Portrait#Fernando#Austria#Velazquez042,男子,https://www.ss.net.tw/images/product_images/popup_images/Velazquez042.webp
巴洛克藝術,Caravaggio042,琴師 The Lute Player,卡拉瓦喬 Michelangelo Merisi da Caravaggio,油彩．畫布 Oil on Canvas,#The#Lute#Player#Caravaggio042,男子,https://www.ss.net.tw/images/product_images/popup_images/9576_01593398424.webp
文藝復興北歐,Durer005,杜勒父親的肖像 Portrait of the Artist ’s Father,杜勒 Albrecht Durer,油彩．畫板 Oil on panel,#杜勒父親的肖像#Portrait#the#Artist#Father#Durer005,男子,https://www.ss.net.tw/images/product_images/popup_images/Durer005.webp
寫實主義,Millet018,分開穀物者 The Winnower,米勒 Jean Francois Millet,油彩．畫布 Oil on Canvas,#分開穀物者#The#Winnower#Millet018,男子,https://www.ss.net.tw/images/product_images/popup_images/Millet018.webp
巴洛克藝術,Velazquez021,聖約翰在帕特摩斯 Saint John the Evangelist on the Island of Patmos,維拉斯奎茲 Diego Velazquez,油彩．畫布 Oil on Canvas,#聖約翰在帕特摩斯#Saint#John#the#Evangelist#Island#Patmos#Velazquez021,男子,https://www.ss.net.tw/images/product_images/popup_images/Velazquez021.webp
後期印象主義,VanGogh197,高更肖像 Portrait of Paul Gauguin (Man in a Red Beret),梵谷 Vincent Van Gogh,油彩．畫布 Oil on Canvas,#高更肖像#Portrait#Paul#Gauguin#Man#Red#Beret#VanGogh197,男子,https://www.ss.net.tw/images/product_images/popup_images/VanGogh197.webp
巴洛克藝術,Velazquez047,菲利普四世 Royal Philipp IV zu Pferd,維拉斯奎茲 Diego Velazquez,油彩．畫布 Oil on Canvas,#菲利普四世#Royal#Philipp#Pferd#Velazquez047,男子,https://www.ss.net.tw/images/product_images/popup_images/Velazquez047.webp
文藝復興北歐,Holbein022,湯瑪斯摩爾爵士 Sir Thomas More,霍爾班 Hans Holbein der Jungere,油彩．畫板 Oil on panel,#湯瑪斯摩爾爵士#Sir#Thomas#More#Holbein022,男子,https://www.ss.net.tw/images/product_images/popup_images/Holbein022.webp
巴洛克藝術,Velazquez043,巴韋拉納肖像 Portrait of Don Pedro de Barberana,維拉斯奎茲 Diego Velazquez,油彩．畫布 Oil on Canvas,#巴韋拉納肖像#Portrait#Don#Pedro#Barberana#Velazquez043,男子,https://www.ss.net.tw/images/product_images/popup_images/Velazquez043.webp
洛可可藝術,Watteau028,彈吉他的梅茲坦 Mezzetin,華鐸 Jean Antoine Watteau,油彩．畫布 Oil on Canvas,#彈吉他的梅茲坦#Mezzetin#Watteau028,男子,https://www.ss.net.tw/images/product_images/popup_images/Watteau028.webp
文藝復興北歐,Holbein014,湯瑪斯．克倫威爾肖像 Portrait of Thomas Cromwell,霍爾班 Hans Holbein der Jungere,油彩．橡木板 Oil on oak panel,#湯瑪斯．克倫威爾肖像#Portrait#Thomas#Cromwell#Holbein014,男子,https://www.ss.net.tw/images/product_images/popup_images/Holbein014.webp
